,Date,Home,Name,Position,Team,Vs,A,Bbps,BPS,CS,FA,G,GC,GW,Mins,Off,OG,On,Pl Rc,Pl Yc,Starts,TA,X A,X G,X Gi,Date_Formatted,Vs_xGC_per90_Last6,Vs_xG_per90_Last6,xG_per90_Last6,xA_per90_Last6,xGC_per90_Last6
7860,15/05/2021,False,"Tete  Kenny Tete (Fulham, Defender)",DEF,FUL,SOU,0,20,20,0,0,0,3,36,90,0,0,0,0,0,1,0,0.02,0.0,0.02,2021-05-15,1.8466666666666667,1.3283333333333334,,,
7859,15/05/2021,False,"Reed  Harrison Reed (Fulham, Midfielder)",MID,FUL,SOU,0,18,18,0,0,0,3,36,90,0,0,0,0,0,1,0,0.02,0.0,0.02,2021-05-15,1.8466666666666667,1.3283333333333334,,,
7858,15/05/2021,False,"Onomah  Josh Onomah (Fulham, Midfielder)",MID,FUL,SOU,0,12,12,0,0,0,2,36,76,1,0,0,0,0,1,0,0.01,0.04,0.05,2021-05-15,1.8466666666666667,1.3283333333333334,,,
7857,15/05/2021,False,"Maja  Josh Maja (Fulham, Forward)",FWD,FUL,SOU,0,3,3,0,0,0,1,36,14,0,0,1,0,0,0,0,0.0,0.0,0.0,2021-05-15,1.8466666666666667,1.3283333333333334,0.39847328244274804,0.07557251908396947,1.85881679389313
7766,15/05/2021,False,"Rodrigo  Rodrigo Moreno Machado (Leeds United, Forward)",FWD,LEE,BUR,0,5,53,0,0,2,0,36,32,0,0,1,0,0,0,0,0.02,0.88,0.9,2021-05-15,1.6649999999999998,1.7233333333333334,,,
7856,15/05/2021,False,"Lookman  Ademola Lookman (Fulham, Midfielder)",MID,FUL,SOU,0,1,1,0,0,0,1,36,27,0,0,1,0,0,0,0,0.04,0.07,0.11,2021-05-15,1.8466666666666667,1.3283333333333334,0.1189119170984456,0.15854922279792746,1.7631088082901554
7854,15/05/2021,False,"Cavaleiro  Ivan Cavaleiro (Fulham, Midfielder)",MID,FUL,SOU,0,9,9,0,0,0,3,36,90,0,0,0,0,0,1,0,0.16,0.0,0.16,2021-05-15,1.8466666666666667,1.3283333333333334,0.15882352941176472,0.12199488491048595,1.7801023017902813
7853,15/05/2021,False,"Carvalho  Fabio Carvalho (Fulham, Midfielder)",MID,FUL,SOU,0,8,26,0,0,1,3,36,90,0,0,0,0,0,1,0,0.04,0.41,0.45,2021-05-15,1.8466666666666667,1.3283333333333334,,,
7852,15/05/2021,False,"Bryan (Joe)  Joe Bryan (Fulham, Defender)",DEF,FUL,SOU,0,5,5,0,0,0,1,36,28,0,0,1,0,0,0,0,0.17,0.05,0.22,2021-05-15,1.8466666666666667,1.3283333333333334,,,
7851,15/05/2021,False,"Areola  Alphonse Areola (Fulham, Goalkeeper)",GKP,FUL,SOU,0,14,14,0,0,0,3,36,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-05-15,1.8466666666666667,1.3283333333333334,0.0,0.0,1.5633333333333332
7850,15/05/2021,False,"Andersen  Joachim Andersen (Fulham, Defender)",DEF,FUL,SOU,0,10,10,0,0,0,3,36,90,0,0,0,0,1,1,0,0.01,0.19,0.2,2021-05-15,1.8466666666666667,1.3283333333333334,0.05666666666666668,0.01333333333333333,1.5633333333333332
7849,15/05/2021,False,"Aina  Ola Aina (Fulham, Defender)",DEF,FUL,SOU,0,6,6,0,0,0,2,36,62,1,0,0,0,0,1,0,0.01,0.0,0.01,2021-05-15,1.8466666666666667,1.3283333333333334,0.01267605633802817,0.0021126760563380284,1.567323943661972
7855,15/05/2021,False,"DeCordova-Reid  Bobby DeCordova-Reid (Fulham, Forward)",FWD,FUL,SOU,1,12,21,0,0,0,3,36,90,0,0,0,0,0,1,1,0.16,0.09,0.25,2021-05-15,1.8466666666666667,1.3283333333333334,0.06338028169014086,0.010563380281690142,1.6150704225352113
7765,15/05/2021,False,"Meslier  Illan Meslier (Leeds United, Goalkeeper)",GKP,LEE,BUR,0,19,31,1,0,0,0,36,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-05-15,1.6649999999999998,1.7233333333333334,0.0,0.0,1.5083333333333335
7864,15/05/2021,True,"Diallo  Ibrahima Diallo (Southampton, Midfielder)",MID,SOU,FUL,0,1,1,0,0,0,0,36,12,0,0,1,0,0,0,0,0.0,0.0,0.0,2021-05-15,1.5633333333333332,0.9483333333333333,0.04661354581673306,0.017928286852589643,2.072509960159363
7763,15/05/2021,False,"Klich  Mateusz Klich (Leeds United, Midfielder)",MID,LEE,BUR,0,6,27,1,0,1,0,36,76,1,0,0,0,0,1,0,0.03,0.03,0.06,2021-05-15,1.6649999999999998,1.7233333333333334,0.11612903225806454,0.0456221198156682,1.5230875576036866
7738,15/05/2021,False,"Fornals  Pablo Fornals (West Ham United, Midfielder)",MID,WHU,BHA,0,10,10,0,0,0,1,36,90,0,0,0,0,0,1,0,0.05,0.59,0.64,2021-05-15,0.8450000000000001,1.2366666666666666,0.12781065088757396,0.05502958579881657,1.9066272189349112
7739,15/05/2021,False,"Lingard  Jesse Lingard (West Ham United, Midfielder)",MID,WHU,BHA,0,15,15,0,0,0,1,36,90,0,0,0,0,0,1,0,0.31,0.08,0.39,2021-05-15,0.8450000000000001,1.2366666666666666,0.33687150837988833,0.04022346368715084,1.9348044692737427
7740,15/05/2021,False,"Ogbonna  Angelo Ogbonna (West Ham United, Defender)",DEF,WHU,BHA,0,14,14,0,0,0,1,36,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-05-15,0.8450000000000001,1.2366666666666666,,,
7741,15/05/2021,False,"Rice  Declan Rice (West Ham United, Midfielder)",MID,WHU,BHA,0,16,16,0,0,0,1,36,90,0,0,0,0,0,1,0,0.04,0.03,0.07,2021-05-15,0.8450000000000001,1.2366666666666666,,,
7742,15/05/2021,False,"Soucek  Tomas Soucek (West Ham United, Midfielder)",MID,WHU,BHA,0,18,18,0,0,0,1,36,90,0,0,0,0,0,1,0,0.21,0.08,0.29,2021-05-15,0.8450000000000001,1.2366666666666666,0.07,0.04666666666666667,1.9366666666666665
7744,15/05/2021,True,"Gudmundsson  Johann Berg Gudmundsson (Burnley, Midfielder)",MID,BUR,LEE,0,3,3,0,0,0,2,36,20,0,0,1,0,0,0,0,0.11,0.22,0.33,2021-05-15,1.5083333333333335,1.38,,,
7745,15/05/2021,True,"Brownhill  Josh Brownhill (Burnley, Midfielder)",MID,BUR,LEE,0,11,11,0,0,0,4,36,90,0,0,0,0,0,1,0,0.06,0.05,0.11,2021-05-15,1.5083333333333335,1.38,0.06356877323420074,0.026765799256505577,1.6611152416356876
7737,15/05/2021,False,"Fabianski  Lukasz Fabianski (West Ham United, Goalkeeper)",GKP,WHU,BHA,0,11,11,0,0,0,1,36,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-05-15,0.8450000000000001,1.2366666666666666,0.0,0.0,1.9366666666666665
7746,15/05/2021,True,"Cork  Jack Cork (Burnley, Midfielder)",MID,BUR,LEE,0,14,14,0,0,0,4,36,90,0,0,0,0,0,1,0,0.08,0.0,0.08,2021-05-15,1.5083333333333335,1.38,,,
7748,15/05/2021,True,"McNeil  Dwight McNeil (Burnley, Midfielder)",MID,BUR,LEE,0,9,9,0,0,0,2,36,70,1,0,0,0,0,1,0,0.07,0.04,0.11,2021-05-15,1.5083333333333335,1.38,0.029198473282442745,0.32805343511450386,1.6446946564885494
7749,15/05/2021,True,"Mee  Ben Mee (Burnley, Defender)",DEF,BUR,LEE,0,20,20,0,0,0,4,36,90,0,0,0,0,0,1,0,0.03,0.03,0.06,2021-05-15,1.5083333333333335,1.38,0.07666666666666667,0.008333333333333335,1.6649999999999996
7750,15/05/2021,True,"Peacock-Farrell  Bailey Peacock-Farrell (Burnley, Goalkeeper)",GKP,BUR,LEE,0,11,11,0,0,0,4,36,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2021-05-15,1.5083333333333335,1.38,,,
7751,15/05/2021,True,"Rodriguez  Jay Rodriguez (Burnley, Forward)",FWD,BUR,LEE,0,1,1,0,0,0,2,36,25,0,0,1,0,0,0,0,0.0,0.08,0.08,2021-05-15,1.5083333333333335,1.38,1.3337349397590361,0.03253012048192771,1.5780722891566266
7752,15/05/2021,True,"Tarkowski  James Tarkowski (Burnley, Defender)",DEF,BUR,LEE,0,10,10,0,0,0,4,36,90,0,0,0,0,0,1,0,0.03,0.13,0.16,2021-05-15,1.5083333333333335,1.38,0.10666666666666666,0.07500000000000001,1.6649999999999996
7764,15/05/2021,False,"Diego Llorente  Diego Javier Llorente Ríos (Leeds United, Defender)",DEF,LEE,BUR,0,10,22,1,0,0,0,36,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2021-05-15,1.6649999999999998,1.7233333333333334,0.03572778827977316,0.0017013232514177694,1.4924952741020794
7754,15/05/2021,True,"Vydra  Matej Vydra (Burnley, Forward)",FWD,BUR,LEE,0,2,2,0,0,0,2,36,65,1,0,0,0,0,1,0,0.03,0.45,0.48,2021-05-15,1.5083333333333335,1.38,0.45121293800539086,0.07762803234501348,1.4422102425876009
7747,15/05/2021,True,"Lowton  Matthew Lowton (Burnley, Defender)",DEF,BUR,LEE,0,16,16,0,0,0,4,36,90,0,0,0,0,0,1,0,0.19,0.02,0.21,2021-05-15,1.5083333333333335,1.38,0.018333333333333333,0.06,1.6649999999999996
7736,15/05/2021,False,"Dawson  Craig Dawson (West Ham United, Defender)",DEF,WHU,BHA,0,11,11,0,0,0,1,36,90,0,0,0,0,0,1,0,0.01,0.22,0.23,2021-05-15,0.8450000000000001,1.2366666666666666,0.011363636363636364,0.004545454545454545,1.7540909090909091
7735,15/05/2021,False,"Cresswell (Aaron)  Aaron Cresswell (West Ham United, Defender)",DEF,WHU,BHA,0,20,20,0,0,0,1,36,90,0,0,0,0,0,1,0,0.49,0.0,0.49,2021-05-15,0.8450000000000001,1.2366666666666666,,,
7734,15/05/2021,False,"Coufal  Vladimir Coufal (West Ham United, Defender)",DEF,WHU,BHA,0,11,11,0,0,0,1,36,90,0,0,0,0,0,1,0,0.08,0.03,0.11,2021-05-15,0.8450000000000001,1.2366666666666666,0.05,0.14166666666666666,1.9366666666666665
7717,15/05/2021,True,"Alzate  Steven Alzate (Brighton and Hove Albion, Midfielder)",MID,BHA,WHU,0,15,15,1,0,0,0,36,67,1,0,0,0,0,1,0,0.03,0.07,0.1,2021-05-15,1.9366666666666665,1.3433333333333335,,,
7718,15/05/2021,True,"Bissouma  Yves Bissouma (Brighton and Hove Albion, Midfielder)",MID,BHA,WHU,0,11,11,0,0,0,1,36,90,0,0,0,0,1,1,0,0.15,0.02,0.17,2021-05-15,1.9366666666666665,1.3433333333333335,0.07346938775510203,0.041743970315398886,0.8454174397031541
7719,15/05/2021,True,"Burn  Dan Burn (Brighton and Hove Albion, Defender)",DEF,BHA,WHU,0,20,20,0,0,0,1,36,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2021-05-15,1.9366666666666665,1.3433333333333335,,,
7720,15/05/2021,True,"Groß  Pascal Groß (Brighton and Hove Albion, Midfielder)",MID,BHA,WHU,0,12,12,0,0,0,1,36,90,0,0,0,0,0,1,0,0.03,0.07,0.1,2021-05-15,1.9366666666666665,1.3433333333333335,0.1531914893617021,0.12882011605415863,0.8496711798839458
7721,15/05/2021,True,"Jahanbakhsh  Alireza Jahanbakhsh (Brighton and Hove Albion, Midfielder)",MID,BHA,WHU,0,4,4,1,0,0,0,36,73,1,0,0,0,0,1,0,0.16,0.22,0.38,2021-05-15,1.9366666666666665,1.3433333333333335,0.09278350515463918,0.6958762886597938,0.9669072164948455
7722,15/05/2021,True,"Lallana  Adam Lallana (Brighton and Hove Albion, Midfielder)",MID,BHA,WHU,0,9,9,0,0,0,1,36,23,0,0,1,0,0,0,0,0.0,0.0,0.0,2021-05-15,1.9366666666666665,1.3433333333333335,,,
7723,15/05/2021,True,"Moder  Jakub Moder (Brighton and Hove Albion, Midfielder)",MID,BHA,WHU,0,8,8,0,0,0,1,36,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2021-05-15,1.9366666666666665,1.3433333333333335,0.0971223021582734,0.051798561151079135,0.9050719424460432
7724,15/05/2021,True,"Sanchez  Robert Sanchez (Brighton and Hove Albion, Goalkeeper)",GKP,BHA,WHU,0,14,14,0,0,0,1,36,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-05-15,1.9366666666666665,1.3433333333333335,0.0,0.0,0.8450000000000001
7725,15/05/2021,True,"Tau  Percy Tau (Brighton and Hove Albion, Forward)",FWD,BHA,WHU,1,8,17,0,0,0,1,36,17,0,0,1,0,0,0,1,0.24,0.0,0.24,2021-05-15,1.9366666666666665,1.3433333333333335,,,
7726,15/05/2021,True,"Trossard  Leandro Trossard (Brighton and Hove Albion, Midfielder)",MID,BHA,WHU,0,9,9,1,0,0,0,36,83,1,0,0,0,0,1,0,0.07,0.1,0.17,2021-05-15,1.9366666666666665,1.3433333333333335,0.14757505773672056,0.08106235565819861,0.800877598152425
7727,15/05/2021,True,"Webster  Adam Webster (Brighton and Hove Albion, Defender)",DEF,BHA,WHU,0,18,18,0,0,0,1,36,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2021-05-15,1.9366666666666665,1.3433333333333335,,,
7728,15/05/2021,True,"Welbeck  Danny Welbeck (Brighton and Hove Albion, Forward)",FWD,BHA,WHU,0,5,29,0,0,1,1,36,90,0,0,0,0,0,1,0,0.05,0.36,0.41,2021-05-15,1.9366666666666665,1.3433333333333335,0.3751434034416826,0.0791586998087954,0.840076481835564
7729,15/05/2021,True,"White (Ben)  Ben White (Brighton and Hove Albion, Defender)",DEF,BHA,WHU,0,14,14,0,0,0,1,36,90,0,0,0,0,0,1,0,0.03,0.0,0.03,2021-05-15,1.9366666666666665,1.3433333333333335,0.02806236080178174,0.05612472160356348,0.866325167037862
7730,15/05/2021,True,"Zeqiri  Andi Zeqiri (Brighton and Hove Albion, Forward)",FWD,BHA,WHU,0,3,3,0,0,0,1,36,7,0,0,1,0,0,0,0,0.0,0.0,0.0,2021-05-15,1.9366666666666665,1.3433333333333335,,,
7731,15/05/2021,False,"Antonio  Michail Antonio (West Ham United, Forward)",FWD,WHU,BHA,0,1,1,0,0,0,1,36,90,0,0,0,0,0,1,0,0.06,0.68,0.74,2021-05-15,0.8450000000000001,1.2366666666666666,,,
7732,15/05/2021,False,"Benrahma  Said Benrahma (West Ham United, Midfielder)",MID,WHU,BHA,0,10,28,0,0,1,1,36,26,0,0,1,0,0,0,0,0.22,0.03,0.25,2021-05-15,0.8450000000000001,1.2366666666666666,0.19756097560975608,0.2634146341463415,1.9718048780487805
7733,15/05/2021,False,"Bowen  Jarrod Bowen (West Ham United, Midfielder)",MID,WHU,BHA,0,7,7,1,0,0,0,36,64,1,0,0,0,0,1,0,0.19,0.0,0.19,2021-05-15,0.8450000000000001,1.2366666666666666,0.44403183023872683,0.06923076923076923,1.9184880636604773
7755,15/05/2021,True,"Westwood  Ashley Roy Westwood (Burnley, Midfielder)",MID,BUR,LEE,0,12,12,0,0,0,4,36,90,0,0,0,0,1,1,0,0.18,0.12,0.3,2021-05-15,1.5083333333333335,1.38,0.11499999999999999,0.11833333333333335,1.6649999999999996
7756,15/05/2021,True,"Wood  Chris Wood (Burnley, Forward)",FWD,BUR,LEE,0,3,3,0,0,0,2,36,65,1,0,0,0,0,1,0,0.03,0.04,0.07,2021-05-15,1.5083333333333335,1.38,0.8101694915254237,0.08983050847457627,1.6634463276836156
7753,15/05/2021,True,"Taylor (Charlie)  Charlie Taylor (Burnley, Defender)",DEF,BUR,LEE,0,12,12,0,0,0,4,36,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2021-05-15,1.5083333333333335,1.38,0.0,0.18129496402877698,1.7098561151079137
7761,15/05/2021,False,"Raphinha  Raphael Dias Belloli (Leeds United, Midfielder)",MID,LEE,BUR,1,8,17,1,0,0,0,36,81,1,0,0,0,0,1,1,0.06,0.17,0.23,2021-05-15,1.6649999999999998,1.7233333333333334,,,
7757,15/05/2021,False,"Alioski  Ezgjan Alioski (Leeds United, Defender)",DEF,LEE,BUR,1,11,32,1,0,0,0,36,90,0,0,0,0,0,1,1,0.09,0.08,0.17,2021-05-15,1.6649999999999998,1.7233333333333334,0.035330578512396696,0.13760330578512395,1.4388429752066114
7758,15/05/2021,False,"Ayling  Luke Ayling (Leeds United, Defender)",DEF,LEE,BUR,0,19,31,1,0,0,0,36,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2021-05-15,1.6649999999999998,1.7233333333333334,0.021666666666666667,0.08166666666666667,1.5083333333333335
7759,15/05/2021,False,"Bamford  Patrick Bamford (Leeds United, Forward)",FWD,LEE,BUR,0,0,0,0,0,0,0,36,58,1,0,0,0,0,1,0,0.0,0.05,0.05,2021-05-15,1.6649999999999998,1.7233333333333334,0.45522041763341076,0.027146171693735493,1.4289327146171698
7760,15/05/2021,False,"Dallas  Stuart Dallas (Leeds United, Defender)",DEF,LEE,BUR,0,11,23,1,0,0,0,36,90,0,0,0,0,0,1,0,0.01,0.14,0.15,2021-05-15,1.6649999999999998,1.7233333333333334,0.20037105751391468,0.06512059369202226,1.5090723562152137
7762,15/05/2021,False,"Harrison  Jack Harrison (Leeds United, Midfielder)",MID,LEE,BUR,2,13,49,1,0,1,0,36,90,0,0,0,0,0,1,2,0.39,0.12,0.51,2021-05-15,1.6649999999999998,1.7233333333333334,0.38481308411214954,0.1766355140186916,1.3886915887850468
7912,16/05/2021,False,"Salah  Mohamed Salah (Liverpool, Midfielder)",MID,LIV,WBA,0,13,31,0,0,1,1,36,90,0,0,0,0,0,1,0,0.15,0.25,0.4,2021-05-16,1.8283333333333331,1.5899999999999999,0.7625806451612902,0.2767741935483871,1.0310967741935484
7911,16/05/2021,False,"Robertson  Andrew Robertson (Liverpool, Defender)",DEF,LIV,WBA,0,14,14,0,0,0,1,36,90,0,0,0,0,0,1,0,0.16,0.0,0.16,2021-05-16,1.8283333333333331,1.5899999999999999,0.015851272015655577,0.11800391389432488,1.2630528375733856
7910,16/05/2021,False,"Alisson  Alisson Ramses Becker (Liverpool, Goalkeeper)",GKP,LIV,WBA,0,13,28,0,0,1,1,36,90,0,0,0,0,0,1,0,0.0,0.09,0.09,2021-05-16,1.8283333333333331,1.5899999999999999,0.0,0.004999999999999999,1.2016666666666667
7909,16/05/2021,False,"Phillips (Nathaniel)  Nathaniel Phillips (Liverpool, Defender)",DEF,LIV,WBA,0,15,15,0,0,0,1,36,90,0,0,0,0,0,1,0,0.11,0.15,0.26,2021-05-16,1.8283333333333331,1.5899999999999999,,,
7908,16/05/2021,False,"Mane  Sadio Mane (Liverpool, Midfielder)",MID,LIV,WBA,1,1,10,0,0,0,1,36,90,0,0,0,0,0,1,1,0.16,0.34,0.5,2021-05-16,1.8283333333333331,1.5899999999999999,0.5264150943396226,0.14312668463611858,1.1036657681940703
7906,16/05/2021,False,"Firmino  Roberto Firmino Barbosa de Oliveira (Liverpool, Forward)",FWD,LIV,WBA,0,7,7,0,0,0,1,36,90,0,0,0,0,0,1,0,0.08,0.39,0.47,2021-05-16,1.8283333333333331,1.5899999999999999,0.30483870967741933,0.13064516129032258,1.268963133640553
7905,16/05/2021,False,"Alexander-Arnold  Trent Alexander-Arnold (Liverpool, Defender)",DEF,LIV,WBA,1,17,26,0,0,0,1,36,90,0,0,0,0,0,1,1,0.33,0.25,0.58,2021-05-16,1.8283333333333331,1.5899999999999999,0.07500000000000001,0.3233333333333333,1.2016666666666667
7904,16/05/2021,False,"Thiago Alcántara  Thiago Alcántara do Nascimento (Liverpool, Midfielder)",MID,LIV,WBA,0,20,20,0,0,0,1,36,90,0,0,0,0,0,1,0,0.23,0.12,0.35,2021-05-16,1.8283333333333331,1.5899999999999999,0.03938730853391685,0.09256017505470458,1.3060831509846826
7880,16/05/2021,True,"Højbjerg  Pierre-Emile Højbjerg (Tottenham Hotspur, Midfielder)",MID,TOT,WOL,1,18,45,1,0,1,0,36,90,0,0,0,0,0,1,1,0.21,0.56,0.77,2021-05-16,1.0133333333333332,1.0516666666666665,0.003333333333333333,0.023333333333333334,1.956666666666667
7902,16/05/2021,False,"Ruben Neves  Rúben Diogo da Silva Neves (Wolverhampton Wanderers, Midfielder)",MID,WOL,TOT,0,4,4,0,0,0,0,36,17,0,0,1,0,0,0,0,0.0,0.02,0.02,2021-05-16,1.956666666666667,1.575,0.0855,0.0675,1.134725
7901,16/05/2021,False,"Traoré  Adama Traoré (Wolverhampton Wanderers, Midfielder)",MID,WOL,TOT,0,14,14,0,0,0,2,36,90,0,0,0,0,0,1,0,0.34,0.08,0.42,2021-05-16,1.956666666666667,1.575,0.13716075156576202,0.12588726513569937,1.1016283924843422
7900,16/05/2021,False,"Fabio Silva  Fabio Daniel Soares Silva (Wolverhampton Wanderers, Forward)",FWD,WOL,TOT,0,0,0,0,0,0,2,36,82,1,0,0,0,0,1,0,0.0,0.48,0.48,2021-05-16,1.956666666666667,1.575,0.20744680851063832,0.04787234042553193,0.9567730496453901
7899,16/05/2021,False,"Semedo  Nelson Semedo (Wolverhampton Wanderers, Defender)",DEF,WOL,TOT,0,14,14,0,0,0,2,36,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-05-16,1.956666666666667,1.575,0.027990430622009572,0.07320574162679426,1.0847846889952153
7898,16/05/2021,False,"Saiss  Romain Saiss (Wolverhampton Wanderers, Defender)",DEF,WOL,TOT,0,7,7,0,0,0,2,36,90,0,0,0,0,0,1,0,0.01,0.19,0.2,2021-05-16,1.956666666666667,1.575,0.168,0.012,1.1519999999999997
7897,16/05/2021,False,"Moutinho  João Moutinho (Wolverhampton Wanderers, Midfielder)",MID,WOL,TOT,0,13,13,0,0,0,2,36,90,0,0,0,0,0,1,0,0.06,0.08,0.14,2021-05-16,1.956666666666667,1.575,,,
7896,16/05/2021,False,"Vitor Ferreira  Vitor Machado Ferreira (Wolverhampton Wanderers, Midfielder)",MID,WOL,TOT,0,14,14,0,0,0,2,36,63,1,0,0,0,0,1,0,0.14,0.07,0.21,2021-05-16,1.956666666666667,1.575,0.03364485981308411,0.19766355140186914,0.8860280373831775
7895,16/05/2021,False,"Hoever  Ki-Jana Hoever (Wolverhampton Wanderers, Defender)",DEF,WOL,TOT,0,16,16,0,0,0,2,36,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-05-16,1.956666666666667,1.575,,,
7894,16/05/2021,False,"Gibbs-White  Morgan Gibbs-White (Wolverhampton Wanderers, Midfielder)",MID,WOL,TOT,0,16,16,0,0,0,2,36,73,1,0,0,0,0,1,0,0.17,0.0,0.17,2021-05-16,1.956666666666667,1.575,,,
7893,16/05/2021,False,"Dendoncker (Leander)  Leander Dendoncker (Wolverhampton Wanderers, Midfielder)",MID,WOL,TOT,0,14,14,0,0,0,2,36,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2021-05-16,1.956666666666667,1.575,0.08358531317494601,0.01166306695464363,1.1286393088552913
7892,16/05/2021,False,"Willian José  Willian José Da Silva (Wolverhampton Wanderers, Forward)",FWD,WOL,TOT,0,2,2,0,0,0,0,36,27,0,0,1,0,0,0,0,0.1,0.0,0.1,2021-05-16,1.956666666666667,1.575,0.22967359050445105,0.07210682492581602,1.1366172106824926
7891,16/05/2021,False,"Corbeanu  Theo Corbeanu (Wolverhampton Wanderers, Forward)",FWD,WOL,TOT,0,5,5,0,0,0,0,36,8,0,0,1,0,0,0,0,0.03,0.0,0.03,2021-05-16,1.956666666666667,1.575,,,
7913,16/05/2021,False,"Shaqiri  Xherdan Shaqiri (Liverpool, Midfielder)",MID,LIV,WBA,0,10,10,0,0,0,0,36,31,0,0,1,0,0,0,0,0.09,0.0,0.09,2021-05-16,1.8283333333333331,1.5899999999999999,,,
7881,16/05/2021,True,"Kane  Harry Kane (Tottenham Hotspur, Forward)",FWD,TOT,WOL,0,2,29,1,0,1,0,36,90,0,0,0,0,0,1,0,0.02,1.31,1.33,2021-05-16,1.0133333333333332,1.0516666666666665,0.8278396436525612,0.05412026726057907,2.1888864142538975
7914,16/05/2021,False,"Fabinho  Fabio Henrique Tavares (Liverpool, Midfielder)",MID,LIV,WBA,0,7,7,0,0,0,1,36,90,0,0,0,0,0,1,0,0.05,0.11,0.16,2021-05-16,1.8283333333333331,1.5899999999999999,0.003333333333333333,0.08166666666666667,1.2016666666666667
7916,16/05/2021,False,"Rhys Williams  Rhys Williams (Liverpool, Defender)",DEF,LIV,WBA,0,12,12,0,0,0,1,36,84,1,0,0,0,0,1,0,0.0,0.15,0.15,2021-05-16,1.8283333333333331,1.5899999999999999,,,
7879,16/05/2021,True,"Dier  Eric Dier (Tottenham Hotspur, Defender)",DEF,TOT,WOL,0,13,25,1,0,0,0,36,90,0,0,0,0,0,1,0,0.01,0.34,0.35,2021-05-16,1.0133333333333332,1.0516666666666665,0.016,0.008,1.542
7878,16/05/2021,True,"Bale  Gareth Bale (Tottenham Hotspur, Midfielder)",MID,TOT,WOL,0,17,26,1,1,0,0,36,89,1,0,0,0,0,1,1,0.12,0.17,0.29,2021-05-16,1.0133333333333332,1.0516666666666665,0.5246808510638298,0.05361702127659575,1.2628510638297872
7877,16/05/2021,True,"Alli  Bamidele Alli (Tottenham Hotspur, Midfielder)",MID,TOT,WOL,0,9,9,1,0,0,0,36,82,1,0,0,0,0,1,0,0.29,0.89,1.18,2021-05-16,1.0133333333333332,1.0516666666666665,,,
7876,16/05/2021,True,"Alderweireld  Toby Alderweireld (Tottenham Hotspur, Defender)",DEF,TOT,WOL,0,13,25,1,0,0,0,36,90,0,0,0,0,0,1,0,0.04,0.0,0.04,2021-05-16,1.0133333333333332,1.0516666666666665,,,
7882,16/05/2021,True,"Lloris  Hugo Lloris (Tottenham Hotspur, Goalkeeper)",GKP,TOT,WOL,0,14,26,1,0,0,0,36,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2021-05-16,1.0133333333333332,1.0516666666666665,0.0,0.0,1.956666666666667
7883,16/05/2021,True,"Lo Celso  Giovani Lo Celso (Tottenham Hotspur, Midfielder)",MID,TOT,WOL,0,16,16,1,0,0,0,36,69,1,0,0,0,0,1,0,0.03,0.09,0.12,2021-05-16,1.0133333333333332,1.0516666666666665,0.03333333333333334,0.06904761904761907,2.0705026455026454
7884,16/05/2021,True,"NDombele  Tanguy NDombele (Tottenham Hotspur, Midfielder)",MID,TOT,WOL,0,3,3,0,0,0,0,36,8,0,0,1,0,0,0,0,0.02,0.0,0.02,2021-05-16,1.0133333333333332,1.0516666666666665,0.037142857142857144,0.08,2.3036190476190477
7885,16/05/2021,True,"Reguilón  Sergio Reguilón (Tottenham Hotspur, Defender)",DEF,TOT,WOL,0,13,25,1,0,0,0,36,90,0,0,0,0,0,1,0,0.05,0.05,0.1,2021-05-16,1.0133333333333332,1.0516666666666665,0.010505836575875485,0.05428015564202334,1.9650972762645915
7886,16/05/2021,True,"Sissoko  Moussa Sissoko (Tottenham Hotspur, Midfielder)",MID,TOT,WOL,0,3,3,0,0,0,0,36,1,0,0,1,0,0,0,0,0.0,0.0,0.0,2021-05-16,1.0133333333333332,1.0516666666666665,,,
7887,16/05/2021,True,"Son  Heung-Min Son (Tottenham Hotspur, Midfielder)",MID,TOT,WOL,0,18,18,1,0,0,0,36,90,0,0,0,0,0,1,0,0.15,0.06,0.21,2021-05-16,1.0133333333333332,1.0516666666666665,0.3763636363636364,0.09454545454545456,1.768181818181818
7888,16/05/2021,True,"Tanganga  Japhet Tanganga (Tottenham Hotspur, Defender)",DEF,TOT,WOL,0,3,15,1,0,0,0,36,90,0,0,0,0,1,1,0,0.01,0.09,0.1,2021-05-16,1.0133333333333332,1.0516666666666665,,,
